id_luta;sequencia;momento;id_quem_faz;id_quem_recebe;id_acao;id_tecnica;id_direcao;id_pontuacao;id_motivo_penalizacao
23;37;0001-01-01 00:07:06.119-03:12:48 BC;5;58;56;;;;
23;38;0001-01-01 00:07:10.403-03:12:48 BC;5;58;11;;;;
23;39;0001-01-01 00:07:16.327-03:12:48 BC;5;58;56;;;;
23;40;0001-01-01 00:07:20.157-03:12:48 BC;5;58;17;63;8;;
23;41;0001-01-01 00:07:20.157-03:12:48 BC;5;58;56;;;;
23;42;0001-01-01 00:07:27.896-03:12:48 BC;5;58;18;;;;
23;43;0001-01-01 00:07:29.018-03:12:48 BC;5;58;46;;;;
23;44;0001-01-01 00:07:35.746-03:12:48 BC;5;58;45;;;;
23;45;0001-01-01 00:08:22.187-03:12:48 BC;1;;24;;;;
23;46;0001-01-01 00:08:31.438-03:12:48 BC;5;58;2;;;;
23;47;0001-01-01 00:08:36.454-03:12:48 BC;5;58;14;;;;
23;48;0001-01-01 00:08:39.665-03:12:48 BC;5;58;17;70;6;;
23;49;0001-01-01 00:08:40.813-03:12:48 BC;5;58;45;;;;
23;50;0001-01-01 00:08:55.382-03:12:48 BC;1;;24;;;;
23;51;0001-01-01 00:09:11.874-03:12:48 BC;5;58;4;;;;
23;52;0001-01-01 00:09:12.974-03:12:48 BC;5;58;11;;;;
23;53;0001-01-01 00:09:17.057-03:12:48 BC;5;58;42;;;;
23;54;0001-01-01 00:09:17.057-03:12:48 BC;5;58;46;;;;
23;55;0001-01-01 00:10:06.553-03:12:48 BC;1;;24;;;;
23;56;0001-01-01 00:10:10.128-03:12:48 BC;5;58;1;;;;
23;57;0001-01-01 00:10:14.931-03:12:48 BC;5;58;56;;;;
23;58;0001-01-01 00:10:19.708-03:12:48 BC;5;58;17;38;7;;
23;59;0001-01-01 00:10:20.528-03:12:48 BC;5;58;11;;;;
23;60;0001-01-01 00:10:22.988-03:12:48 BC;5;58;42;;;;
23;61;0001-01-01 00:10:23.324-03:12:48 BC;1;;24;;;;
23;62;0001-01-01 00:10:26.318-03:12:48 BC;5;58;1;;;;
23;63;0001-01-01 00:10:28.854-03:12:48 BC;5;58;11;;;;
23;64;0001-01-01 00:10:31.803-03:12:48 BC;5;58;17;63;7;;
23;65;0001-01-01 00:10:31.803-03:12:48 BC;5;58;49;;;;
23;66;0001-01-01 00:10:34.464-03:12:48 BC;5;58;22;;;;
23;67;0001-01-01 00:10:36.103-03:12:48 BC;5;58;11;;;;
23;68;0001-01-01 00:10:42.86-03:12:48 BC;5;58;15;;;;
23;69;0001-01-01 00:10:47.639-03:12:48 BC;1;;24;;;;
23;70;0001-01-01 00:10:48.476-03:12:48 BC;5;58;1;;;;
23;71;0001-01-01 00:10:53.426-03:12:48 BC;5;58;11;;;;
23;72;0001-01-01 00:11:44.444-03:12:48 BC;5;58;17;70;6;;
23;73;0001-01-01 00:11:45.991-03:12:48 BC;5;58;49;;;;
23;74;0001-01-01 00:11:50.702-03:12:48 BC;5;58;45;;;;
23;75;0001-01-01 00:11:56.723-03:12:48 BC;1;;24;;;;
23;76;0001-01-01 00:11:57.414-03:12:48 BC;5;58;4;;;;
23;77;0001-01-01 00:11:58.156-03:12:48 BC;5;58;11;;;;
23;78;0001-01-01 00:12:03.5-03:12:48 BC;5;58;43;;;;
23;79;0001-01-01 00:12:04.764-03:12:48 BC;5;58;46;;;;
23;80;0001-01-01 00:12:07.522-03:12:48 BC;5;58;56;;;;
23;81;0001-01-01 00:12:09.556-03:12:48 BC;1;;24;;;;
23;82;0001-01-01 00:12:11.781-03:12:48 BC;5;58;33;;;;
23;83;0001-01-01 00:12:17.27-03:12:48 BC;5;58;1;;;;
23;84;0001-01-01 00:12:17.967-03:12:48 BC;5;58;11;;;;
23;85;0001-01-01 00:12:21.124-03:12:48 BC;5;58;36;40;;;
23;86;0001-01-01 00:12:21.124-03:12:48 BC;5;58;56;;;;
23;87;0001-01-01 00:12:22.202-03:12:48 BC;5;58;11;;;;
23;88;0001-01-01 00:12:29.109-03:12:48 BC;5;58;42;;;;
23;89;0001-01-01 00:12:29.514-03:12:48 BC;1;;24;;;;
23;90;0001-01-01 00:12:33.442-03:12:48 BC;5;58;4;;;;
23;91;0001-01-01 00:12:36.231-03:12:48 BC;5;58;56;;;;
23;92;0001-01-01 00:13:24.465-03:12:48 BC;5;58;18;;;;
23;93;0001-01-01 00:13:26.043-03:12:48 BC;5;58;46;;;;
23;94;0001-01-01 00:13:28.98-03:12:48 BC;1;;24;;;;
23;95;0001-01-01 00:13:28.98-03:12:48 BC;5;58;1;;;;
23;96;0001-01-01 00:13:30.926-03:12:48 BC;5;58;56;;;;
23;97;0001-01-01 00:13:38.084-03:12:48 BC;5;58;9;;;;
23;98;0001-01-01 00:13:40.962-03:12:48 BC;1;;24;;;;
23;99;0001-01-01 00:13:42.666-03:12:48 BC;5;58;1;;;;
23;100;0001-01-01 00:13:44.893-03:12:48 BC;5;58;15;;;;
23;101;0001-01-01 00:13:49.985-03:12:48 BC;5;58;17;63;2;;
23;102;0001-01-01 00:13:50.936-03:12:48 BC;5;58;56;;;;
23;103;0001-01-01 00:13:56.115-03:12:48 BC;5;58;21;;;;
23;104;0001-01-01 00:13:57.568-03:12:48 BC;1;;24;;;;
23;105;0001-01-01 00:14:00.152-03:12:48 BC;5;58;4;;;;
23;106;0001-01-01 00:14:00.583-03:12:48 BC;5;58;11;;;;
23;107;0001-01-01 00:14:01.454-03:12:48 BC;5;58;17;145;4;;
23;108;0001-01-01 00:14:02.807-03:12:48 BC;5;58;45;;;;
24;1;0001-01-01 00:00:01.606-03:12:48 BC;5;3;1;;;;
24;2;0001-01-01 00:00:13.042-03:12:48 BC;5;3;9;;;;
24;3;0001-01-01 00:00:15.428-03:12:48 BC;5;3;12;;;;
24;4;0001-01-01 00:00:18.835-03:12:48 BC;5;3;18;;;;
24;5;0001-01-01 00:00:20.445-03:12:48 BC;1;;24;;;;
24;6;0001-01-01 00:00:27.762-03:12:48 BC;5;3;1;;;;
24;7;0001-01-01 00:00:33.751-03:12:48 BC;5;3;4;;;;
24;8;0001-01-01 00:00:42.24-03:12:48 BC;5;3;9;;;;
24;9;0001-01-01 00:00:44.184-03:12:48 BC;5;3;18;;;;
24;10;0001-01-01 00:00:44.184-03:12:48 BC;5;3;49;;;;
24;11;0001-01-01 00:00:47.584-03:12:48 BC;5;3;45;;;;
24;12;0001-01-01 00:00:50.848-03:12:48 BC;1;;24;;;;
24;13;0001-01-01 00:00:57.024-03:12:48 BC;5;3;1;;;;
24;14;0001-01-01 00:00:59.279-03:12:48 BC;5;3;4;;;;
24;15;0001-01-01 00:01:40.413-03:12:48 BC;5;3;12;;;;
24;16;0001-01-01 00:01:44.007-03:12:48 BC;5;3;56;;;;
24;17;0001-01-01 00:01:49.004-03:12:48 BC;5;3;17;40;7;;
24;18;0001-01-01 00:01:51.046-03:12:48 BC;5;3;45;;;;
24;19;0001-01-01 00:01:54.731-03:12:48 BC;1;;24;;;;
24;20;0001-01-01 00:02:00.612-03:12:48 BC;5;3;1;;;;
24;21;0001-01-01 00:02:01.012-03:12:48 BC;5;3;4;;;;
24;22;0001-01-01 00:02:02.72-03:12:48 BC;5;3;7;;;;
24;23;0001-01-01 00:02:06.66-03:12:48 BC;5;3;18;;;;
24;24;0001-01-01 00:02:06.945-03:12:48 BC;5;3;45;;;;
24;25;0001-01-01 00:02:12.061-03:12:48 BC;1;;24;;;;
24;26;0001-01-01 00:02:24.495-03:12:48 BC;5;3;1;;;;
24;27;0001-01-01 00:02:25.362-03:12:48 BC;5;3;15;;;;
24;28;0001-01-01 00:02:27.729-03:12:48 BC;5;3;36;96;;;
24;29;0001-01-01 00:02:27.729-03:12:48 BC;5;3;17;40;7;;
24;30;0001-01-01 00:02:27.729-03:12:48 BC;5;3;11;;;;
24;31;0001-01-01 00:02:31.822-03:12:48 BC;5;3;17;77;6;;
24;32;0001-01-01 00:02:33.272-03:12:48 BC;5;3;45;;;;
24;33;0001-01-01 00:02:37.531-03:12:48 BC;1;;24;;;;
24;34;0001-01-01 00:03:22.286-03:12:48 BC;1;;24;;;;
24;35;0001-01-01 00:03:25.835-03:12:48 BC;5;3;1;;;;
24;36;0001-01-01 00:03:27.876-03:12:48 BC;5;3;56;;;;
24;37;0001-01-01 00:03:28.135-03:12:48 BC;5;3;17;63;2;;
24;38;0001-01-01 00:03:28.819-03:12:48 BC;5;3;56;;;;
24;39;0001-01-01 00:03:30.807-03:12:48 BC;1;;24;;;;
24;40;0001-01-01 00:03:37.699-03:12:48 BC;5;3;1;;;;
24;41;0001-01-01 00:03:38.056-03:12:48 BC;5;3;11;;;;
24;42;0001-01-01 00:03:39.164-03:12:48 BC;5;3;17;147;3;;
24;43;0001-01-01 00:03:40.693-03:12:48 BC;1;;24;;;;
25;1;0001-01-01 00:00:04.7-03:12:48 BC;5;48;34;;;;
25;2;0001-01-01 00:00:08.437-03:12:48 BC;5;48;1;;;;
25;3;0001-01-01 00:00:11.36-03:12:48 BC;5;48;56;;;;
25;4;0001-01-01 00:00:11.36-03:12:48 BC;5;48;17;70;6;;
25;5;0001-01-01 00:00:13.403-03:12:48 BC;5;48;46;;;;
25;6;0001-01-01 00:00:16.943-03:12:48 BC;1;;24;;;;
25;7;0001-01-01 00:00:20.376-03:12:48 BC;5;48;1;;;;
25;8;0001-01-01 00:00:22.452-03:12:48 BC;5;48;56;;;;
25;9;0001-01-01 00:00:22.839-03:12:48 BC;5;48;17;70;6;;
25;10;0001-01-01 00:00:25.81-03:12:48 BC;5;48;46;;;;
25;11;0001-01-01 00:00:30.103-03:12:48 BC;1;;24;;;;
25;12;0001-01-01 00:00:35.345-03:12:48 BC;5;48;1;;;;
25;13;0001-01-01 00:00:38.172-03:12:48 BC;5;48;55;;;;
25;14;0001-01-01 00:00:40.573-03:12:48 BC;5;48;43;;;;
25;15;0001-01-01 00:00:42.593-03:12:48 BC;5;48;46;;;;
25;16;0001-01-01 00:00:48.782-03:12:48 BC;1;;24;;;;
25;17;0001-01-01 00:00:56.442-03:12:48 BC;5;48;1;;;;
25;18;0001-01-01 00:01:45.464-03:12:48 BC;5;48;56;;;;
25;19;0001-01-01 00:01:45.464-03:12:48 BC;5;48;17;70;6;;
25;20;0001-01-01 00:01:47.273-03:12:48 BC;5;48;49;;;;
25;21;0001-01-01 00:01:50.369-03:12:48 BC;5;48;45;;;;
25;22;0001-01-01 00:01:55.413-03:12:48 BC;1;;24;;;;
25;23;0001-01-01 00:02:01.822-03:12:48 BC;5;48;1;;;;
25;24;0001-01-01 00:02:10.59-03:12:48 BC;5;48;4;;;;
25;25;0001-01-01 00:02:13.223-03:12:48 BC;5;48;56;;;;
25;26;0001-01-01 00:02:16.791-03:12:48 BC;5;48;42;;;;
25;27;0001-01-01 00:02:17.28-03:12:48 BC;5;48;49;;;;
25;28;0001-01-01 00:02:21.588-03:12:48 BC;1;;24;;;;
25;29;0001-01-01 00:02:30.147-03:12:48 BC;5;48;1;;;;
25;30;0001-01-01 00:02:36.06-03:12:48 BC;5;48;4;;;;
25;31;0001-01-01 00:02:37.59-03:12:48 BC;5;48;12;;;;
25;32;0001-01-01 00:03:21.026-03:12:48 BC;5;48;17;58;2;;
25;33;0001-01-01 00:03:21.026-03:12:48 BC;5;48;17;70;6;;
25;34;0001-01-01 00:03:23.129-03:12:48 BC;5;48;46;;;;
25;35;0001-01-01 00:03:29.404-03:12:48 BC;1;;24;;;;
25;36;0001-01-01 00:03:37.513-03:12:48 BC;5;48;1;;;;
25;37;0001-01-01 00:03:41.477-03:12:48 BC;5;48;1;;;;
25;38;0001-01-01 00:03:44.266-03:12:48 BC;5;48;53;;;;
25;39;0001-01-01 00:03:45.101-03:12:48 BC;5;48;17;52;5;;
25;40;0001-01-01 00:03:45.913-03:12:48 BC;5;48;17;58;8;1;
26;1;0001-01-01 00:00:02.311-03:12:48 BC;5;35;33;;;;
26;2;0001-01-01 00:00:05.682-03:12:48 BC;5;35;1;;;;
26;3;0001-01-01 00:00:11.93-03:12:48 BC;5;35;4;;;;
26;4;0001-01-01 00:00:13.474-03:12:48 BC;5;35;16;;;;
26;5;0001-01-01 00:00:15.327-03:12:48 BC;5;35;17;146;7;;
26;6;0001-01-01 00:00:16.337-03:12:48 BC;5;35;49;;;;
26;7;0001-01-01 00:00:19.814-03:12:48 BC;1;;24;;;;
26;8;0001-01-01 00:00:24.844-03:12:48 BC;35;5;1;;;;
26;9;0001-01-01 00:00:36.839-03:12:48 BC;35;5;56;;;;
26;10;0001-01-01 00:00:39.671-03:12:48 BC;35;5;17;82;1;1;
27;1;0001-01-01 00:00:12.637-03:12:48 BC;8;9;33;;;;
27;2;0001-01-01 00:00:14.862-03:12:48 BC;8;9;1;;;;
27;3;0001-01-01 00:00:21.253-03:12:48 BC;8;9;1;;;;
27;4;0001-01-01 00:00:36.887-03:12:48 BC;8;9;56;;;;
27;5;0001-01-01 00:00:43.049-03:12:48 BC;8;9;42;;;;
27;6;0001-01-01 00:00:44.757-03:12:48 BC;8;9;49;;;;
27;7;0001-01-01 00:00:46.265-03:12:48 BC;1;;24;;;;
27;8;0001-01-01 00:00:51.343-03:12:48 BC;8;9;33;;;;
27;9;0001-01-01 00:00:55.098-03:12:48 BC;8;9;1;;;;
27;10;0001-01-01 00:00:57.176-03:12:48 BC;8;9;45;;;;
27;11;0001-01-01 00:01:44.606-03:12:48 BC;1;;24;;;;
27;12;0001-01-01 00:01:51.498-03:12:48 BC;8;9;1;;;;
27;13;0001-01-01 00:01:58.486-03:12:48 BC;8;9;56;;;;
27;14;0001-01-01 00:02:00.72-03:12:48 BC;8;9;1;;;;
27;15;0001-01-01 00:02:06.51-03:12:48 BC;8;9;4;;;;
27;16;0001-01-01 00:02:22.35-03:12:48 BC;8;9;56;;;;
27;17;0001-01-01 00:02:25.186-03:12:48 BC;8;9;42;;;;
27;18;0001-01-01 00:02:26.809-03:12:48 BC;8;9;45;;;;
27;19;0001-01-01 00:02:30.668-03:12:48 BC;8;9;1;;;;
27;20;0001-01-01 00:03:21.28-03:12:48 BC;8;9;4;;;;
27;21;0001-01-01 00:03:34.241-03:12:48 BC;8;9;11;;;;
27;22;0001-01-01 00:03:35.344-03:12:48 BC;8;9;1;;;;
27;23;0001-01-01 00:03:39.631-03:12:48 BC;8;9;4;;;;
27;24;0001-01-01 00:03:49.521-03:12:48 BC;1;;31;;;;
27;25;0001-01-01 00:03:55.977-03:12:48 BC;8;9;33;;;;
27;26;0001-01-01 00:03:57.753-03:12:48 BC;8;9;1;;;;
27;27;0001-01-01 00:03:58.713-03:12:48 BC;8;9;4;;;;
27;28;0001-01-01 00:04:09.052-03:12:48 BC;8;9;56;;;;
27;29;0001-01-01 00:04:14.462-03:12:48 BC;8;9;15;;;;
27;30;0001-01-01 00:04:15.464-03:12:48 BC;8;9;1;;;;
27;31;0001-01-01 00:05:03.388-03:12:48 BC;8;9;4;;;;
27;32;0001-01-01 00:05:06.02-03:12:48 BC;8;9;46;;;;
27;33;0001-01-01 00:05:15.427-03:12:48 BC;1;;24;;;;
27;34;0001-01-01 00:05:22.475-03:12:48 BC;8;9;1;;;;
27;35;0001-01-01 00:05:27.006-03:12:48 BC;8;9;4;;;;
27;36;0001-01-01 00:05:28.255-03:12:48 BC;8;9;9;;;;
27;37;0001-01-01 00:05:29.388-03:12:48 BC;8;9;45;;;;
27;38;0001-01-01 00:05:34.136-03:12:48 BC;1;;24;;;;
27;39;0001-01-01 00:05:39.231-03:12:48 BC;8;9;1;;;;
27;40;0001-01-01 00:05:46.304-03:12:48 BC;8;9;4;;;;
27;41;0001-01-01 00:05:46.806-03:12:48 BC;8;9;56;;;;
27;42;0001-01-01 00:05:48.159-03:12:48 BC;8;9;17;16;9;;
27;43;0001-01-01 00:05:49.267-03:12:48 BC;8;9;46;;;;
27;44;0001-01-01 00:06:43.132-03:12:48 BC;1;;24;;;;
27;45;0001-01-01 00:06:48.806-03:12:48 BC;8;9;1;;;;
27;46;0001-01-01 00:06:52.405-03:12:48 BC;8;9;56;;;;
27;47;0001-01-01 00:06:56.984-03:12:48 BC;8;9;53;;;;
27;48;0001-01-01 00:06:58.455-03:12:48 BC;8;9;49;;;;
27;49;0001-01-01 00:07:00.512-03:12:48 BC;1;;31;;;;
27;50;0001-01-01 00:07:37.828-03:12:48 BC;8;9;1;;;;
27;51;0001-01-01 00:08:24.901-03:12:48 BC;8;9;4;;;;
27;52;0001-01-01 00:08:29.494-03:12:48 BC;8;9;9;;;;
27;53;0001-01-01 00:08:31.818-03:12:48 BC;1;;24;;;;
27;54;0001-01-01 00:08:36.437-03:12:48 BC;8;9;1;;;;
27;55;0001-01-01 00:08:39.896-03:12:48 BC;8;9;56;;;;
27;56;0001-01-01 00:08:41.951-03:12:48 BC;8;9;53;;;;
27;57;0001-01-01 00:08:42.563-03:12:48 BC;8;9;17;96;6;;
27;58;0001-01-01 00:08:42.563-03:12:48 BC;8;9;17;16;6;;
27;59;0001-01-01 00:08:46.24-03:12:48 BC;1;;24;;;;
27;60;0001-01-01 00:08:51.089-03:12:48 BC;8;9;4;;;;
27;61;0001-01-01 00:08:55.073-03:12:48 BC;8;9;9;;;;
27;62;0001-01-01 00:08:57.432-03:12:48 BC;8;9;46;;;;
27;63;0001-01-01 00:09:17.952-03:12:48 BC;1;;24;;;;
27;64;0001-01-01 00:10:05.548-03:12:48 BC;8;9;1;;;;
27;65;0001-01-01 00:10:08.667-03:12:48 BC;8;9;46;;;;
27;66;0001-01-01 00:10:11.903-03:12:48 BC;1;;24;;;;
27;67;0001-01-01 00:10:17.794-03:12:48 BC;8;9;1;;;;
27;68;0001-01-01 00:10:19.29-03:12:48 BC;8;9;4;;;;
27;69;0001-01-01 00:10:21.961-03:12:48 BC;8;9;55;;;;
27;70;0001-01-01 00:10:23.539-03:12:48 BC;8;9;53;;;;
27;71;0001-01-01 00:10:25.234-03:12:48 BC;8;9;45;;;;
27;72;0001-01-01 00:10:50.367-03:12:48 BC;1;;24;;;;
27;73;0001-01-01 00:10:55.286-03:12:48 BC;9;8;1;;;;
27;74;0001-01-01 00:10:57.672-03:12:48 BC;9;8;4;;;;
27;75;0001-01-01 00:11:44.591-03:12:48 BC;1;;24;;;;
28;1;0001-01-01 00:00:03.037-03:12:48 BC;11;59;56;;;;
28;2;0001-01-01 00:00:05.098-03:12:48 BC;1;;24;;;;
28;3;0001-01-01 00:00:10.863-03:12:48 BC;11;59;1;;;;
28;4;0001-01-01 00:00:13.109-03:12:48 BC;11;59;4;;;;
28;5;0001-01-01 00:00:14.618-03:12:48 BC;11;59;16;;;;
28;6;0001-01-01 00:00:22.197-03:12:48 BC;11;59;17;7;9;;
28;7;0001-01-01 00:00:22.402-03:12:48 BC;11;59;16;;;;
28;8;0001-01-01 00:00:39.799-03:12:48 BC;11;59;16;;;;
28;9;0001-01-01 00:00:46.225-03:12:48 BC;11;59;15;;;;
28;10;0001-01-01 00:00:48.045-03:12:48 BC;11;59;49;;;;
28;11;0001-01-01 00:00:50.371-03:12:48 BC;1;;24;;;;
28;12;0001-01-01 00:00:03.037-03:12:48 BC;11;59;56;;;;
28;13;0001-01-01 00:00:05.098-03:12:48 BC;1;;24;;;;
28;14;0001-01-01 00:00:10.863-03:12:48 BC;11;59;1;;;;
28;15;0001-01-01 00:00:13.109-03:12:48 BC;11;59;4;;;;
28;16;0001-01-01 00:00:14.618-03:12:48 BC;11;59;16;;;;
28;17;0001-01-01 00:00:22.197-03:12:48 BC;11;59;17;7;3;;
28;18;0001-01-01 00:00:22.402-03:12:48 BC;11;59;16;;;;
28;19;0001-01-01 00:00:39.799-03:12:48 BC;11;59;36;40;;;
28;20;0001-01-01 00:00:39.799-03:12:48 BC;11;59;16;;;;
28;21;0001-01-01 00:00:46.225-03:12:48 BC;11;59;15;;;;
28;22;0001-01-01 00:00:48.045-03:12:48 BC;11;59;49;;;;
28;23;0001-01-01 00:00:50.371-03:12:48 BC;1;;24;;;;
28;24;0001-01-01 00:00:55.963-03:12:48 BC;11;59;1;;;;
28;25;0001-01-01 00:00:58.725-03:12:48 BC;11;59;4;;;;
28;26;0001-01-01 00:01:42.336-03:12:48 BC;11;59;11;;;;
28;27;0001-01-01 00:01:47.014-03:12:48 BC;11;59;1;;;;
28;28;0001-01-01 00:01:54.435-03:12:48 BC;11;59;14;;;;
28;29;0001-01-01 00:01:56.823-03:12:48 BC;11;59;1;;;;
28;30;0001-01-01 00:01:59.007-03:12:48 BC;11;59;4;;;;
28;31;0001-01-01 00:02:00.961-03:12:48 BC;11;59;14;;;;
28;32;0001-01-01 00:02:03.211-03:12:48 BC;11;59;53;;;;
29;1;0001-01-01 00:00:01.356-03:12:48 BC;11;66;1;;;;
29;2;0001-01-01 00:00:03.218-03:12:48 BC;11;66;16;;;;
29;3;0001-01-01 00:00:07.21-03:12:48 BC;11;66;4;;;;
29;4;0001-01-01 00:00:12.174-03:12:48 BC;11;66;11;;;;
29;5;0001-01-01 00:00:14.216-03:12:48 BC;11;66;1;;;;
29;6;0001-01-01 00:00:18.495-03:12:48 BC;11;66;4;;;;
29;7;0001-01-01 00:00:37.853-03:12:48 BC;11;66;11;;;;
29;8;0001-01-01 00:00:39.552-03:12:48 BC;11;66;49;;;;
29;9;0001-01-01 00:00:41.484-03:12:48 BC;1;;24;;;;
29;10;0001-01-01 00:00:45.67-03:12:48 BC;11;66;1;;;;
29;11;0001-01-01 00:00:49.14-03:12:48 BC;11;66;4;;;;
29;12;0001-01-01 00:00:53.671-03:12:48 BC;1;;24;;;;
29;13;0001-01-01 00:00:58.362-03:12:48 BC;11;66;1;;;;
29;14;0001-01-01 00:01:41.496-03:12:48 BC;11;66;4;;;;
29;15;0001-01-01 00:01:47.667-03:12:48 BC;11;66;56;;;;
29;16;0001-01-01 00:01:47.667-03:12:48 BC;11;66;17;7;3;;
29;17;0001-01-01 00:01:47.667-03:12:48 BC;11;66;46;;;;
29;18;0001-01-01 00:02:02.793-03:12:48 BC;1;;24;;;;
29;19;0001-01-01 00:02:10.624-03:12:48 BC;11;66;1;;;;
29;20;0001-01-01 00:02:13.848-03:12:48 BC;11;66;4;;;;
29;21;0001-01-01 00:02:16.497-03:12:48 BC;11;66;4;;;;
29;22;0001-01-01 00:02:20.914-03:12:48 BC;11;66;56;;;;
29;23;0001-01-01 00:02:24.207-03:12:48 BC;11;66;4;;;;
29;24;0001-01-01 00:02:28.607-03:12:48 BC;11;66;21;;;;
29;25;0001-01-01 00:02:28.607-03:12:48 BC;11;66;49;;;;
29;26;0001-01-01 00:02:31.137-03:12:48 BC;1;;24;;;;
29;27;0001-01-01 00:03:21.452-03:12:48 BC;11;66;1;;;;
29;28;0001-01-01 00:03:22.84-03:12:48 BC;11;66;4;;;;
29;29;0001-01-01 00:03:27.884-03:12:48 BC;11;66;4;;;;
29;30;0001-01-01 00:03:31.902-03:12:48 BC;11;66;21;;;;
29;31;0001-01-01 00:03:33.846-03:12:48 BC;11;66;49;;;;
29;32;0001-01-01 00:03:36.351-03:12:48 BC;1;;24;;;;
29;33;0001-01-01 00:03:41.267-03:12:48 BC;11;66;1;;;;
29;34;0001-01-01 00:03:44.45-03:12:48 BC;11;66;56;;;;
29;35;0001-01-01 00:03:44.45-03:12:48 BC;11;66;17;70;3;;
29;36;0001-01-01 00:03:44.45-03:12:48 BC;11;66;45;;;;
29;37;0001-01-01 00:03:48.934-03:12:48 BC;1;;24;;;;
29;38;0001-01-01 00:03:53.459-03:12:48 BC;11;66;1;;;;
29;39;0001-01-01 00:03:56.395-03:12:48 BC;11;66;56;;;;
29;40;0001-01-01 00:03:58.362-03:12:48 BC;11;66;49;;;;
29;41;0001-01-01 00:04:01.089-03:12:48 BC;1;;24;;;;
29;42;0001-01-01 00:04:06.407-03:12:48 BC;11;66;1;;;;
29;43;0001-01-01 00:04:09.462-03:12:48 BC;11;66;11;;;;
29;44;0001-01-01 00:04:12.523-03:12:48 BC;11;66;56;;;;
29;45;0001-01-01 00:04:16.293-03:12:48 BC;11;66;17;7;7;;
29;46;0001-01-01 00:04:17.746-03:12:48 BC;11;66;16;;;;
29;47;0001-01-01 00:05:02.17-03:12:48 BC;11;66;42;;;;
29;48;0001-01-01 00:05:03.077-03:12:48 BC;11;66;49;;;;
29;49;0001-01-01 00:05:05.964-03:12:48 BC;1;;24;;;;
29;50;0001-01-01 00:05:10.158-03:12:48 BC;11;66;1;;;;
29;51;0001-01-01 00:05:12.744-03:12:48 BC;11;66;16;;;;
29;52;0001-01-01 00:05:14.971-03:12:48 BC;11;66;16;;;;
29;53;0001-01-01 00:05:19.233-03:12:48 BC;11;66;45;;;;
29;54;0001-01-01 00:05:21.937-03:12:48 BC;1;;24;;;;
29;55;0001-01-01 00:05:27.837-03:12:48 BC;11;66;1;;;;
29;56;0001-01-01 00:05:31.766-03:12:48 BC;11;66;14;;;;
29;57;0001-01-01 00:05:38.973-03:12:48 BC;11;66;1;;;;
29;58;0001-01-01 00:05:41.845-03:12:48 BC;11;66;11;;;;
29;59;0001-01-01 00:05:44.765-03:12:48 BC;11;66;4;;;;
29;60;0001-01-01 00:05:47.92-03:12:48 BC;11;66;12;;;;
29;61;0001-01-01 00:05:51.061-03:12:48 BC;11;66;21;;;;
29;62;0001-01-01 00:05:52.191-03:12:48 BC;11;66;16;;;;
29;63;0001-01-01 00:05:54.963-03:12:48 BC;11;66;20;;;;
29;64;0001-01-01 00:05:56.141-03:12:48 BC;11;66;49;;;;
29;65;0001-01-01 00:05:58.356-03:12:48 BC;1;;24;;;;
29;66;0001-01-01 00:06:43.844-03:12:48 BC;1;;24;;;;
29;67;0001-01-01 00:08:57.609-03:12:48 BC;11;66;1;;;;
29;68;0001-01-01 00:08:58.738-03:12:48 BC;11;66;4;;;;
29;69;0001-01-01 00:09:01.6-03:12:48 BC;11;66;14;;;;
29;70;0001-01-01 00:09:05.203-03:12:48 BC;11;66;21;;;;
29;71;0001-01-01 00:09:06.719-03:12:48 BC;11;66;46;;;;
29;72;0001-01-01 00:09:15.129-03:12:48 BC;1;;24;;;;
29;73;0001-01-01 00:10:00.31-03:12:48 BC;11;66;1;;;;
29;74;0001-01-01 00:10:02.764-03:12:48 BC;11;66;4;;;;
29;75;0001-01-01 00:10:05.514-03:12:48 BC;11;66;14;;;;
29;76;0001-01-01 00:10:07.202-03:12:48 BC;11;66;4;;;;
29;77;0001-01-01 00:10:08.735-03:12:48 BC;11;66;14;;;;
29;78;0001-01-01 00:10:14.256-03:12:48 BC;11;66;56;;;;
29;79;0001-01-01 00:10:19.219-03:12:48 BC;11;66;17;96;6;1;
30;1;0001-01-01 00:00:03.849-03:12:48 BC;1;;24;;;;
30;2;0001-01-01 00:00:03.849-03:12:48 BC;11;27;1;;;;
30;3;0001-01-01 00:00:08.87-03:12:48 BC;11;27;11;;;;
30;4;0001-01-01 00:00:16.592-03:12:48 BC;11;27;56;;;;
30;5;0001-01-01 00:00:17.434-03:12:48 BC;11;27;43;;;;
30;6;0001-01-01 00:00:18.822-03:12:48 BC;1;;24;;;;
30;7;0001-01-01 00:00:26.333-03:12:48 BC;11;27;1;;;;
30;8;0001-01-01 00:00:30.544-03:12:48 BC;11;27;11;;;;
30;9;0001-01-01 00:00:45.566-03:12:48 BC;11;27;56;;;;
30;10;0001-01-01 00:00:56.102-03:12:48 BC;1;;31;;;;
30;11;0001-01-01 00:01:45.391-03:12:48 BC;11;27;1;;;;
30;12;0001-01-01 00:01:55.729-03:12:48 BC;11;27;11;;;;
30;13;0001-01-01 00:01:58.455-03:12:48 BC;11;27;56;;;;
30;14;0001-01-01 00:02:03.551-03:12:48 BC;11;27;17;7;3;;
30;15;0001-01-01 00:02:03.792-03:12:48 BC;11;27;56;;;;
