SUST.;ELEMENTOS;ACOES;PADRAO
9;4;4;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (GOLA ESQUERDA)
9;3;4;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA)
9;4;5;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA) (GOLA ESQUERDA)
9;3;5;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA, GOLA ESQUERDA)
9;3;4;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, GOLA ESQUERDA)
9;3;4;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, GOLA ESQUERDA E MANGA DIREITA)
9;4;5;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, GOLA ESQUERDA E MANGA DIREITA) (GOLA ESQUERDA)
9;4;4;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (TENTATIVA DE PEGADA) (GOLA ESQUERDA)
9;3;4;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (TENTATIVA DE PEGADA, GOLA ESQUERDA)
9;4;4;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA) (GOLA ESQUERDA E MANGA DIREITA) (GOLA ESQUERDA)
9;3;4;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA) (ANTEROPOSTERIOR DIREITA)
9;4;5;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA) (ANTEROPOSTERIOR DIREITA) (GOLA ESQUERDA)
9;3;5;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA)
9;4;6;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA) (GOLA ESQUERDA)
9;3;6;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA, GOLA ESQUERDA)
9;3;5;(ANTEROPOSTERIOR DIREITA) (ANTEROPOSTERIOR DIREITA, TENTATIVA DE PEGADA) (ANTEROPOSTERIOR DIREITA, GOLA ESQUERDA)
